X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
87.8606908750208,23.2239938587939,"Vivekananda Mahavidyalaya, Burdwan",,,,,,"-1","0","-1",,,
