X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
79.648038489977,29.5919282513997,K U SSJ Campus Almora (Uttarakhand),,,,,,"-1","0","-1",,,
