X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
74.6929005833883,18.2465277065263,"College of Arts, Bhigwan Dist. Pune",,,,,,"-1","0","-1",,,
