X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
79.3198390160856,29.0558470258376,"Govt.Degree College, Kichha, US Nagar",,,,,,"-1","0","-1",,,
