X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
88.410540391402,23.5362286543004,"Govt. General Degree, College, Muragachha",,,,,,"-1","0","-1",,,
