X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
79.7814864480937,29.8471543566909,Govt P.G.College bageshwar,,,,,,"-1","0","-1",,,
