X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
87.1186550834304,23.6168899429769,Trivenidevi Bhalotia College,,,,,,"-1","0","-1",,,
